AS23456,UN,4Byte ASN Place Holder
AS2116,NO,ASN-CATCHCOM Broadnet AS
AS6983,US,ITCDELTA - ITC^Deltacom
AS5466,IE,EIRCOM Eircom Limited
AS72,US,SCHLUMBERGER-AS Schlumberger Limited
AS12844,FR,ASN-BOUYGTEL-MOBILE Bouygues Telecom
AS39120,IT,CONVERGENZE-AS Convergenze S.p.A.
AS387,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS31615,NL,TMO-NL-AS T-mobile Netherlands
AS109,US,CISCO-EU-109 Cisco Systems Global ASN - ARIN Assigned
AS4755,IN,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
AS47377,BE,MES MOBISTAR ENTERPRISE SERVICES SA
AS19029,US,NEWEDGENETS - New Edge Networks
AS2611,BE,BELNET BELNET
AS1290,EU,TELSTRAEUROPELTD-BACKBONE Telstra Europe Ltd
AS17429,CN,BGCTVNET BEIJING GEHUA CATV NETWORK CO.LTD
AS37903,JP,EMOBILE eMobile Ltd.
AS158,US,ERI-AS - Ericsson Network Systems, Inc.
AS51207,FR,FREEM Free Mobile SAS
AS2018,ZA,TENET-1
AS9498,IN,BBIL-AP BHARTI Airtel Ltd.
AS56048,CN,CMNET-BEIJING-AP China Mobile Communicaitons Corporation
AS9316,KR,DACOM-PUBNETPLUS-AS-KR DACOM PUBNETPLUS
AS4181,US,TDS-AS - TDS TELECOM
AS17430,CN,GWBN-CHENGDU Great Wall Broadband Network Service Co.,Ltd
AS18676,US,AVAYA AVAYA
AS27680,CL,TELEFONICA MOVIL DE CHILE S.A.
AS1213,IE,HEANET HEAnet Limited
AS9116,IL,GOLDENLINES-ASN 012 Smile Communications Ltd.
AS5503,GB,RMIFL RM Education PLC
AS440,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS4694,JP,IDC Yahoo Japan Corporation
AS2529,EU,DEMON-INTERNET Now maintained by Cable & Wireless Worldwide
AS22085,BR,Claro S/A
AS395,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS6697,BY,BELPAK-AS Republican Unitary Telecommunication Enterprise Beltelecom
AS18291,AU,VFAU-NET-AS Vodafone Australia Public Autonomous System Number
AS12312,DE,ECOTEL ecotel communication ag
AS1241,EU,FORTHNET-GR Forthnet
AS29355,KZ,KCELL-AS _KCell_ JSC
AS45629,TH,JASTEL-NETWORK-TH-AP JasTel Network International Gateway
AS43447,PL,ORANGE-PL PTK Centertel Sp. z o.o.
AS2379,US,EMBARQ-WNPK - Embarq Corporation
AS7792,US,3M-HDQ-AS - 3M Company
AS30036,US,MEDIACOM-ENTERPRISE-BUSINESS - Mediacom Communications Corp
AS24158,TW,TAIWANMOBILE-AS Taiwan Mobile Co., Ltd.
AS31549,IR,RASANA Aria Shatel Company Ltd
AS4010,US,DNIC-AS-04010 - Headquarters, USAISC
AS6849,UA,UKRTELNET JSC UKRTELECOM,
AS7418,CL,TELEF\195\147NICA CHILE S.A.
AS1906,US,NORTHROP-GRUMMAN - Northrop Grumman
AS24086,VN,ETC-AS-VN Electric Telecommunication Company
AS17962,CN,TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd
AS55831,IN,AIRCEL-IN Aircel Ltd.
AS11556,PA,Cable & Wireless Panama
AS8968,IT,BT-ITALIA BT Italia S.p.A.
AS5541,RO,ADNET-TELECOM SC AD NET MARKET MEDIA SRL
AS808,CA,GONET-ASN-1 - GONET
AS15480,NL,VFNL-AS Vodafone NL Autonomous System
AS10481,AR,Prima S.A.
AS35228,GB,BEUNLIMITED Telefonica UK Limited
AS1226,US,CTA-42-AS1226 - California Technology Agency
AS44244,IR,IRANCELL-AS Iran Cell Service and Communication Company
AS4795,ID,INDOSATM2-ID INDOSATM2 ASN
AS10722,US,ALCOA - Aluminum Co. of America
AS11486,US,COLO-PREM-VZB - Verizon Online LLC
AS5006,US,ZAYOMN1 - Onvoy
AS9737,TH,TOTNET-TH-AS-AP TOT Public Company Limited
AS22017,US,ADP-EDC - ADP Dealer Services
AS703,US,UUNET - MCI Communications Services, Inc. d/b/a Verizon Business
AS4761,ID,INDOSAT-INP-AP INDOSAT Internet Network Provider
AS297,US,NISN-SIP-AS - National Aeronautics and Space Administration
AS2897,US,GEORGIA-1 - Georgia Technology Authority
AS23399,US,TELIC-VENTURES - Telic Ventures, Inc.
AS14654,US,WAYPORT - Wayport, Inc.
AS2688,US,ASATTCA AT&T Global Network Services - LA
AS8103,US,STATE-OF-FLA - Florida Department of Management Services - Technology Program
AS8426,GB,CLARANET-AS ClaraNET LTD
AS4208,US,THE-ISERV-COMPANY - The Iserv Company, LLC
AS17379,BR,Intelig Telecomunica\195\167\195\181es Ltda.
AS18302,KR,SKG_NW-AS-KR SK Telecom
AS8764,LT,TEOLTAB TEO LT AB Autonomous System
AS44034,SE,HI3G Hi3G Access AB
AS6325,US,ILLINOIS-CENTURY - Illinois Century Network
AS7641,CN,CHINABTN China Broadcasting TV Net
AS15003,US,NOBIS-TECH - Nobis Technology Group, LLC
AS37963,CN,CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.
AS12670,FR,AS-COMPLETEL COMPLETEL SAS France
AS10474,ZA,MWEB-10474
AS4685,JP,ASAHI-NET Asahi Net
AS1767,US,ILIGHT-NET - Indiana Higher Education Telecommunication System
AS7430,US,HP-EUROPE-AS Hewlett-Packard Company
AS2572,US,MORENET - University of Missouri - dba the Missouri Research and Education Network (MOREnet)
AS3816,CO,COLOMBIA TELECOMUNICACIONES S.A. ESP
AS9617,JP,ZAQ KANSAI MULTIMEDIA SERVICE COMPANY
AS15802,AE,DU-AS1 Emirates Integrated Telecommunications Company PJSC (EITC-DU)
AS15895,UA,KSNET-AS _Kyivstar_ PJSC
AS665,US,DNIC-ASBLK-00616-00665 - DoD Network Information Center
AS9919,TW,NCIC-TW New Century InfoComm Tech Co., Ltd.
AS25135,GB,VODAFONE_UK_ASN Vodafone Limited
AS11888,MX,Television Internacional, S.A. de C.V.
AS9389,CN,UNSPECIFIED BEIJING SHENZHOU GREATWALL COMMUNICATION
AS9929,CN,CNCNET-CN China Netcom Corp.
AS9416,TW,MULTIMEDIA-AS-AP Hoshin Multimedia Center Inc.
AS8400,RS,TELEKOM-AS TELEKOM SRBIJA a.d.
AS7474,AU,OPTUSCOM-AS01-AU SingTel Optus Pty Ltd
AS16810,US,CAVTEL02 - Cavalier Telephone
AS6453,CA,GLOBEINTERNET TATA Communications
AS36937,ZA,Neotel-AS
AS12912,PL,ERA Polska Telefonia Cyfrowa S.A.
AS2607,SK,SANET Slovak Academic Network
AS34744,RO,GVM S.C. GVM SISTEM 2003 S.R.L.
AS2503,JP,TOPIC Tohoku Open Internet Community
AS7482,TW,APOL-AS Asia Pacific On-line Service Inc.
AS22742,US,CT-ED-NET - State of Connecticut
AS14977,US,STATE-OF-WYOMING-ASN - State of Wyoming Department A&I
AS9145,DE,EWETEL EWE TEL GmbH
AS8881,DE,VERSATEL Versatel Deutschland GmbH
AS23771,CN,SXBCTV-AP SXBCTV ,Internet Service Provider,
AS9609,JP,EACCESS eAccess Ltd.
AS7679,JP,QTNET Kyushu Telecommunication Network Co.,Inc.
AS4809,CN,CHINATELECOM-CORE-WAN-CN2 China Telecom Next Generation Carrier Network
AS7046,US,RFC2270-UUNET-CUSTOMER - MCI Communications Services, Inc. d/b/a Verizon Business
AS8897,GB,KCOM-SPN KCOM Group PLC
AS17488,IN,HATHWAY-NET-AP Hathway IP Over Cable Internet
AS376,CA,RISQ-AS - Reseau d_informations scientifiques du Quebec (RISQ)
AS3371,US,MCI-ASN - MCI
AS53006,BR,COMPANHIA DE TELECOMUNICACOES DO BRASIL CENTRAL
AS6181,US,FUSE-NET - Cincinnati Bell Telephone
AS38285,AU,DODO-AS-AP Dodo Australia Pty Ltd
AS13037,GB,ZEN-AS Zen Internet Ltd
AS1299,EU,TELIANET TeliaSonera International Carrier
AS44559,UA,ERENT-AS E-Rent LLC
AS2687,US,ASATTCA AT&T Global Network Services - AP
AS5800,US,DNIC-ASBLK-05800-06055 - DoD Network Information Center
AS36884,MA,MAROCCONNECT
AS47524,TR,TURKSAT-AS Turksat Uydu Haberlesme ve Kablo TV Isletme A.S.
AS55441,IN,TATA-DOCOMO-AS-AP D 26/2 TTC INDUSTRIAL AREA MIDC SANPADA
AS10036,KR,CNM-AS-KR C&M Communication Co.,Ltd.
AS17924,HK,SMARTONE-MB-AS-AP SmarTone Mobile Communications Ltd
AS3475,US,DNIC-AS-03475 - Navy Network Information Center (NNIC)
AS9365,JP,ITSCOM its communications Inc.
AS28885,OM,OMANTEL-NAP-AS OmanTel NAP
AS32,US,STANFORD - Stanford University
AS6075,US,LM-CORP - Lockheed Martin Corporation
AS16305,AT,mobilkom austria AG
AS37069,EG,MOBINIL
AS17908,IN,TCISL Tata Communications
AS2852,CZ,CESNET2 CESNET z.s.p.o.
AS16811,US,SPACENET-GTH - Spacenet, Inc.
AS4193,US,WA-STATE-GOV - Department of Information Services
AS4515,HK,ERX-STAR PCCW IMSBiz
AS6866,CY,CYTA-NETWORK Cyprus Telecommunications Authority
AS3329,GR,Hellas OnLine Electronic Communications S.A.
AS33774,DZ,DJAWEB
AS18101,IN,RELIANCE-COMMUNICATIONS-IN Reliance Communications Ltd.DAKC MUMBAI
AS17623,CN,CNCGROUP-SZ China Unicom Shenzen network
AS1901,AT,EUNETAT-AS A1 Telekom Austria AG
AS6535,CL,Telmex Servicios Empresariales S.A.
AS12301,HU,INVITEL Invitel Tavkozlesi Zrt.
AS5056,US,INS-NET-2 - Iowa Network Services
AS6939,US,HURRICANE - Hurricane Electric, Inc.
AS17055,US,UTAH - University of Utah
AS6501,US,SOUTHERNET - The Southern Company
AS3758,SG,ERX-SINGNET SingNet
AS1998,US,STATE-OF-MN - State of Minnesota
AS31822,US,CITY-UNIVERSITY-OF-NEW-YORK - City University of New York
AS647,US,DNIC-ASBLK-00616-00665 - DoD Network Information Center
AS7470,TH,TRUEINTERNET-AS-AP TRUE INTERNET Co.,Ltd.
AS42961,KW,GPRS-AS MTC GPRS AS Number
AS6539,CA,GT-BELL - Bell Canada
AS12400,IL,PARTNER-AS Partner Communications Ltd.
AS39603,PL,P4NET P4 Sp. z o.o.
AS11305,US,P1DH-1-ASN - Peer 1 Dedicated Hosting
AS5778,US,EMBARQ-RCMT - Embarq Corporation
AS8342,RU,RTCOMM-AS OJSC RTComm.RU
AS6306,VE,TELEFONICA VENEZOLANA, C.A.
AS383,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS27046,US,DNIC-ASBLK-27032-27159 - DoD Network Information Center
AS1916,BR,Associa\195\167\195\163o Rede Nacional de Ensino e Pesquisa
AS12709,MT,MELITACABLE Melita plc.
AS16276,FR,OVH OVH Systems
AS23724,CN,CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation
AS6301,US,HP-CLOUD-SERVICES - Hewlett-Packard Company
AS5976,US,DNIC-ASBLK-05800-06055 - DoD Network Information Center
AS3354,US,THENET-AS-3354 - University of Texas System
AS9848,KR,GNGAS Enterprise Networks
AS87,US,INDIANA-AS - Indiana University
AS10430,US,WA-K20 - Washington State K-20 Telecommunications Network
AS22192,US,SSHENET - Pennsylvania State System of Higher Education
AS8928,GB,INTEROUTE Interoute Communications Limited
AS22284,US,DIOS - Department of the Interior, Office of theSecretary
AS2042,MY,ERX-JARING JARING Communications Sdn Bhd.
AS23700,ID,FASTNET-AS-ID Linknet-Fastnet ASN
AS38661,KR,HCLC-AS-KR HCLC
AS5483,HU,HTC-AS Magyar Telekom Plc.
AS45271,IN,ICLNET-AS-AP Idea Cellular Limited
AS6855,SK,Slovak Telecom, a. s.
AS347,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS491,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS7726,US,FITC-AS - FITC - FedEx International Transmission Corporation
AS29247,GR,COSMOTE-GR Cosmote Mobile Telecommunications S.A.
AS1741,FI,FUNETAS FUNET autonomous system
AS4775,PH,GLOBE-TELECOM-AS Globe Telecoms
AS38322,MY,P1NETWORKS-MY-AP Packet One Networks Sdn Bhd, Internet Services Provider
AS390,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS4436,US,AS-NLAYER - nLayer Communications, Inc.
AS1464,US,DNIC-ASBLK-01464-01465 - Headquarters, USAISC
AS17184,US,ATL-CBEYOND - CBEYOND COMMUNICATIONS, LLC
AS2764,AU,AAPT AAPT Limited
AS11664,AR,Techtel LMDS Comunicaciones Interactivas S.A.
AS20231,US,ROADRUNNER-CENTRAL - Time Warner Cable Internet LLC
AS38444,TH,SUPERBROADBANDNETWORK-AS-AP Super Broadband Network
AS1853,AT,ACONET ACOnet Backbone
AS13438,US,VIVIO-TECHNOLOGIES - Vivio Technologies
AS5413,GB,AS5413 Daisy Communications Ltd
AS8615,RU,CNT-AS OJSC Central telegraph
AS2819,CZ,GTSCZ GTS Czech s.r.o.
AS497,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS11398,US,EMBARQ-LVGS - Embarq Corporation
AS12334,ES,R Cable y Telecomunicaciones Galicia, S.A.
AS26496,US,AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC
AS12578,LV,APOLLO-AS LATTELEKOM-APOLLO
AS6198,US,BATI-MIA - BellSouth Network Solutions, Inc
AS5972,US,DNIC-ASBLK-05800-06055 - DoD Network Information Center
AS3300,NL,BT-INFONET-EUROPE British Telecommunications plc
AS19773,US,MOTOROLA - Motorola, Inc.
AS10091,SG,SCV-AS-AP StarHub Cable Vision Ltd
AS29314,PL,VECTRANET-AS VECTRA S.A.
AS4721,JP,JCN Japan Cablenet Limited
AS33070,US,RMH-14 - Rackspace Hosting
AS1836,EU,GREEN green.ch AG Autonomous System
AS450,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS25186,FR,TRANSIT-VPN-AS Orange S.A.
AS3491,US,BTN-ASN - Beyond The Network America, Inc.
AS3249,EE,ESTPAK Elion Enterprises Ltd.
AS17709,TW,EBT Eastern Broadband Telecom Co.,Ltd
AS1930,EU,RCCN Rede Ciencia Tecnologia e Sociedade (RCTS)
AS12252,PE,America Movil Peru S.A.C.
AS25229,UA,VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC
AS27831,CO,Colombia M\195\179vil
AS7099,US,NORTELRCH - NORTEL
AS31200,RU,NTK Novotelecom Ltd
AS7155,US,WB-DEN2 - Viasat Communications Inc.
AS409,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS11774,US,CYPRESSCOMM - Cypress Communications, Inc.
AS2506,JP,SUPERCSI NTT WEST CHUGOKU CORPORATION
AS7065,US,SONOMA - Sonoma Interconnect
AS25441,IE,IBIS-AS Imagine Group Ltd.
AS12338,ES,EUSKALTEL Euskaltel S.A.
AS13325,US,STOMI - State of Michigan, DMB-CNOC
AS611,CA,CANET11-AS - University of Toronto
AS55410,IN,VODAFONE-NET-AS-AP C48 Okhla Industrial Estate, New Delhi-110020
AS12849,IL,HOTNET-IL Hot-Net internet services Ltd.
AS381,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS18081,JP,KCN Kintetsu Cable Network Co., Ltd.
AS6197,US,BATI-ATL - BellSouth Network Solutions, Inc
AS27085,US,DNIC-ASBLK-27032-27159 - DoD Network Information Center
AS132,US,WPAFB-CSD-NET-AS - 754th Electronic Systems Group
AS246,US,ASIFICS-GW-AS - 754th Electronic Systems Group
AS5388,GB,ENERGIS-AS Energis UK
AS12816,DE,MWN-AS Leibniz-Rechenzentrum
AS13601,US,ASN-INNERHOST - Peer 1 Dedicated Hosting
AS5513,HU,TMH T-Mobile Hungary Telecommunications Company Limited by Shares
AS17638,CN,CHINATELECOM-TJ-AS-AP ASN for TIANJIN Provincial Net of CT
AS36998,SD,SDN-MOBITEL
AS24547,CN,CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited
AS6648,PH,BAYAN-TELECOMMUNICATIONS Bayan Telecommunications, Inc.
AS3680,US,NOVELL - Novell, Inc.
AS6471,CL,ENTEL CHILE S.A.
AS4670,KR,HYUNDAI-KR Shinbiro
AS18779,US,EGIHOSTING - EGIHosting
AS18144,JP,AS-ENECOM Energia Communications,Inc.
AS36925,MA,ASMedi
AS52,US,UCLA - University of California, Los Angeles
AS6122,US,ICN-AS - Iowa Communications Network
AS12929,NO,NETCOM-AS TeliaSonera Norge AS
AS38283,CN,CHINANET-SCIDC-AS-AP CHINANET SiChuan Telecom Internet Data Center
AS2107,SI,ARNES-NET ARNES
AS2669,CA,CDAGOVN - Government Telecommunications and Informatics Services
AS13591,BR,Brasil Telecom Comunica\195\167\195\163o Multimidia
AS11686,US,ENA - Education Networks of America
AS9908,HK,HKCABLE2-HK-AP HK Cable TV Ltd
AS14,US,COLUMBIA-GW - Columbia University
AS55465,TH,TTT-AS-AP TT&T Co., Ltd. 252/30 Muang Thai-Phatra Complex Tower1 24 Flr, Ratchadaphisek Road, Huaykwang, Bangkok.
AS206,US,CSC-IGN-AMER - Computer Sciences Corporation
AS5079,US,DIAL-CALL - Nextel Communications, Inc
AS19037,AR,CTI Compania de Telefonas del Interior S.A.
AS15854,DE,HP_WEBSERVICES Hewlett Packard GmbH
AS11363,US,FUJITSU-USA - Fujitsu America Inc.
AS6431,US,ATT-RESEARCH - ATT LABS
AS17622,CN,CNCGROUP-GZ China Unicom Guangzhou network
AS797,US,AMERITECH-AS - AT&T Services, Inc.
AS42610,RU,NCNET-AS National Cable Networks
AS33588,US,BRESNAN-AS - Bresnan Communications, LLC.
AS7381,US,SASUSA SunGard Availability Services USA
AS9803,CN,JINGXUN Beijing Jingxun Public Information Technology Co., Ltd
AS17849,KR,GINAMHANVIT-AS-KR hanvit ginam broadcasting comm.
AS6568,BO,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB
AS41572,NO,HAFSLUND Kvantel AS
AS9534,MY,MAXIS-AS1-AP Binariang Berhad
AS13188,UA,BANKINFORM-AS TOV _Bank-Inform_
AS37492,TN,ORANGE-TN
AS2500,JP,WIDE-BB WIDE Project
AS8308,PL,NASK-COMMERCIAL NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA INSTYTUT BADAWCZY
AS11719,US,EATON-CORPORATION - Eaton Corporation
AS243,US,HARRIS-ATD-AS - Harris Government Systems Sector
AS27947,EC,Telconet S.A
AS18118,CN,CITICNET-AP CITIC Networks Management Co.,Ltd.
AS3527,US,NIH-NET - National Institutes of Health
AS29180,IE,O2-ONLINE-AS O2 Online (UK)
AS5511,FR,OPENTRANSIT Orange S.A.
AS239,CA,UTORONTO-AS - University of Toronto
AS1503,US,DNIC-AS-01503 - Headquarters, USAISC
AS6071,US,UNISYS-AS-E - Unisys Corporation
AS12708,GB,ONETEL-AS TalkTalk Communications Limited
AS2860,PT,NOVIS Novis Telecom, S.A.
AS17672,CN,CHINATELECOM-HE-AS-AP asn for Hebei Provincial Net of CT
AS25490,RU,STC-AS _Southern Telecommunications Company_ PJSC
AS31042,RS,SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.
AS38,US,UIUC - University of Illinois
AS1505,US,DNIC-AS-01505 - Headquarters, USAISC
AS33762,ZA,WBS
AS12392,BE,ASBRUTELE Brutele SC
AS35805,GE,SILKNET-AS JSC _Silknet_
AS2118,RU,RELCOM-AS OOO _NPO Relcom_
AS38019,CN,CMNET-V4TIANJIN-AS-AP tianjin Mobile Communication Company Limited
AS12353,PT,VODAFONE-PT Vodafone Portugal
AS14259,CL,Gtd Internet S.A.
AS6461,US,MFNX MFN - Metromedia Fiber Network
AS9595,JP,XEPHION NTT-ME Corporation
AS1653,EU,SUNET SUNET Swedish University Network
AS18687,US,MPOWER-2 - MPOWER COMMUNICATIONS CORP.
AS11442,US,NCSU - North Carolina State University
AS26662,US,XEROX-WV - XEROX CORPORATION
AS11663,US,SUG-1 - State of Utah
AS1715,EU,FR-REMIP2000 REMIP 2000 Autonomous System
AS10396,PR,COQUI-NET - DATACOM CARIBE, INC.
AS391,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS46606,US,UNIFIEDLAYER-AS-1 - Unified Layer
AS17621,CN,CNCGROUP-SH China Unicom Shanghai network
AS50010,OM,NAWRAS-AS Omani Qatari Telecommunications Company SAOC
AS7497,CN,CSTNET-AS-AP Computer Network Information Center
AS19994,US,RACKSPACE - Rackspace Hosting
AS292,US,ESNET-WEST - ESnet
AS12291,DE,Deutsche Post AG
AS271,CA,BCNET-AS - BCnet
AS138,US,DNIC-AS-00138 - DoD Network Information Center
AS12969,IS,VODAFONE_ICELAND Fjarskipti ehf
AS357,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS2637,US,GEORGIA-TECH - Georgia Institute of Technology
AS4628,SG,ASN-PACIFIC-INTERNET-IX Pacific Internet Ltd
AS444,US,AFCONC-BLOCK1-AS - 754th Electronic Systems Group
AS25513,RU,ASN-MGTS-USPD OJS Moscow city telephone network
AS5603,SI,SIOL-NET Telekom Slovenije d.d.
AS17054,US,AS17054 - CONTINENTAL BROADBAND PENNSYLVANIA, INC.
AS6407,CA,PRIMUS-AS6407 - Primus Telecommunications Canada Inc.
AS217,US,UMN-AGS-NET-AS - University of Minnesota
AS3602,CA,AS3602-RTI - Rogers Cable Communications Inc.
AS20960,PL,TKTELEKOM-AS TK Telekom sp. z o.o.
AS3598,US,MICROSOFT-CORP-AS - Microsoft Corporation
AS12350,CH,VTX-NETWORK VTX Services SA
AS68,US,LANL-INET-AS - Los Alamos National Laboratory
AS59,US,WISC-MADISON-AS - University of Wisconsin Madison
AS7017,US,SCRR-7015 - Time Warner Cable Internet LLC
AS1970,US,TAMUS-NET - Texas A&M University
AS8043,US,LVLT-8043 - Level 3 Communications, Inc.
AS9457,KR,DREAMX-AS DREAMLINE CO.
AS3216,RU,SOVAM-AS OJSC _Vimpelcom_
AS29276,SI,MOBITEL-GPRS Telekom Slovenije, d.d.
AS4747,TW,TFN-TW-TTN TTN ASN merged by TFN
AS9811,CN,BJGY srit corp.,beijing.
AS1778,US,DNIC-AS-01778 - DoD Network Information Center
AS6714,PL,ATOMNET GTS Poland Sp. z o.o.
AS291,US,ESNET-EAST - ESnet
AS22351,US,INTELSAT Intelsat Global BGP Routing Policy
AS14381,US,CATERPILLAR-INC - Caterpillar, Inc.
AS45,US,LLL-TIS-AS - Lawrence Livermore National Laboratory
AS3372,US,MCI-ASN - MCI
AS25653,US,FORTRESSITX - FortressITX
AS19956,US,TENNESSEE-NET - BellSouth.net Inc.
AS30217,US,DESYNC - Desync Networks
AS47589,KW,KTC3G Kuwait Telecommunication Company (Under Association)
AS42298,QA,GCC-MPLS-PEERING Qatar Telecom (Qtel) Q.S.C.
AS38264,PK,WATEEN-IMS-PK-AS-AP National WiMAX/IMS environment
AS2830,GB,MCI-DUAL-HOMED-CUSTOMERS Verizon Nederland B.V.
AS29386,SY,EXT-PDN-STE-AS Syrian Telecommunications Establishment
AS32855,US,EMBARQ-NEBRASKA - Embarq Corporation
AS8866,BG,BTC-AS Bulgarian Telecommunication Company Plc.
AS29518,SE,BREDBAND2 Bredband2 AB
AS7795,US,LUMOS - LUMOS Networks, Inc.
AS9315,AU,SERVICENET2-AS-AP ServiceNet, Government Organisation,
AS18182,TW,SONET-TW Sony Network Taiwan Limited
AS8649,DE,WEBTRAFFIC ZeXoTeK IT-Services GmbH
AS38266,IN,HUTCHVAS-AS Vodafone Essar Ltd., Telecommunication - Value Added Services,
AS10615,US,PAINEWEBBER-ASN - UBS AG
AS10273,US,FPL - Florida Power & Light Company
AS17561,AU,SERVICENET-AP Internet service provision to Western
AS1585,US,DNIC-ASBLK-01550-01601 - DoD Network Information Center
AS12946,ES,TELECABLE Telecable de Asturias,SA
AS8448,HU,PGSM-HU Telenor Hungary Telecommunications Plc.
AS17949,JP,TEU Tokyo University of Technorogy
AS4583,US,WESTPUB-A - West Publishing Corporation
AS11488,US,BBN-GW - BBN Technologies Corp.
AS7127,US,SCE - Southern California Edison
AS11232,US,MIDCO-NET - Midcontinent Media, Inc.
AS38208,CN,YIWANGXIN-AS-AP BEIJING YIWANGXIN TECHNOLOGY DEVELOPMET CO., LTD
AS1452,US,DNIC-ASBLK-01451-01456 - Headquarters, USAISC
AS122,US,U-PGH-NET-AS - UPMC
AS15318,CA,MCGILL-AS - McGill University
AS23537,US,CRITIGEN - Micro Source, Inc.
AS794,US,ORACLE-ASNBLOCK-ASN - Oracle Corporation
AS9583,IN,SIFY-AS-IN Sify Limited
AS2110,EU,AS-BTIRE BT Communications Ireland Limited
AS35916,US,MULTA-ASN1 - MULTACOM CORPORATION
AS21479,RU,ROSTOV-TELEGRAF-AS The branch _Rostovelectrosviaz_ of Public Joint Stock Company _Southern Telecommunications Company_
AS12978,TR,DOGAN-ONLINE DOGAN TV DIGITAL PLATFORM ISLETMECILIGI A.S.
AS1249,US,FIVE-COLLEGES-AS - Five Colleges Network
AS15897,TR,VODAFONETURKEY Vodafone Telekomunikasyon A.S
AS3308,SE,TELIANET-DENMARK TeliaSonera AB
AS6517,US,RELIANCEGLOBALCOM - Reliance Globalcom Services, Inc
AS6559,US,NCIH - State of NC - State Telecommunications Services
AS7514,JP,MEX Media EXchange, Inc.
AS36935,EG,Vodafone-EG
AS6821,MK,MT-AS-OWN Makedonski Telekom
AS15475,EG,NOL
AS32392,US,OPENTRANSFER-ECOMMERCE - Ecommerce Corporation
AS2876,RO,TLD-AS TOP LEVEL DOMAIN SRL
AS39891,SA,ALJAWWALSTC-AS SaudiNet, Saudi Telecom Company
AS27235,US,CVC-INET-33 - COLORADO VALLEY COMMUNICATIONS, INC.
AS226,US,LOS-NETTOS-AS - Los Nettos
AS16265,NL,LEASEWEB LeaseWeb B.V.
AS17773,CN,UPNET UPNET Technologies Co., Ltd
AS8781,QA,QA-ISP Qatar Telecom (Qtel) Q.S.C.
AS8001,US,NET-ACCESS-CORP - Net Access Corporation
AS4673,JP,INTERVIA NTT DATA CORPORATION
AS17785,CN,CHINATELECOM-HA-AS-AP asn for Henan Provincial Net of CT
AS13768,US,PEER1 - Peer 1 Network Inc.
AS21575,PE,NEXTEL DEL PERU S.A.
AS20910,LV,BALTKOM-AS SIA _Baltcom TV_
AS8,US,RICE-AS - Rice University
AS2108,HR,CARNET-AS Croatian Academic and Research Network
AS11682,US,INSTAVPS-SLC1 - InstaVPS
AS17224,US,ATT-CERFNET-BLOCK - AT&T Enhanced Network Services
AS15419,LT,LRTC-AS SC _LRTC_ Internet services
AS20312,VE,Fundaci\195\179n Centro Nacional de Innovaci\195\179n Tecnol\195\179gica (CENIT)
AS2854,RU,ROSPRINT-AS LLC Equant
AS10954,BR,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
AS16625,US,AKAMAI-ASN1 Akamai Technologies European AS
AS3593,US,FRONTIER-EPIX - Frontier Communications of America, Inc.
AS12332,RU,PRIMORYE-AS OJSC Rostelecom
AS14910,US,EMBARQ-FTMY - Embarq Corporation
AS13354,US,ASN-EBLGLOBAL - EBL Global Networks, Inc.
AS2013,US,PACIFIC-GAS - PG&E
AS13490,US,BUCKEYECABLEVISION - Buckeye Cablevision, Inc.
AS4130,US,UPITT-AS - University of Pittsburgh
AS4782,TW,GSNET Data Communication Business Group
AS59587,IR,PJSCFARSTELECOMMUNICATIONCOMPANY PJSC _Fars Telecommunication Company_
AS7693,TH,COMNET-TH KSC Commercial Internet Co. Ltd.
AS13237,DE,LAMBDANET-AS euNetworks Managed Services GmbH
AS31012,HR,DCM-AS B.Net Hrvatska d.o.o.
AS29737,US,WOW-INTERNET - WideOpenWest Finance LLC
AS58313,RU,RU-LINKTELECOM-ASN CJSC Link Telecom
